FactTable
1, B, X, p1, b, 40, -33, 1800, 24
4413, A, X, lri, w, 7, 11, 600, 28
4414, B, X, p3, b, 6, 77, 800, 150
4415, B, Y, psi, l, 17, 44, 100, 85
4416, B, X, psi, l, 35, -33, 1300, 44
4417, A, X, lri, b, 8, -33, 1100, 153
4418, B, X, psi, b, 37, -44, 700, 117
4419, A, Y, psi, l, 41, 22, 2000, 120
4420, A, X, psi, w, 5, -44, 300, 40
4421, B, X, p1, l, 7, 0, 200, 56
4422, A, X, p2, l, 6, 33, 1400, 56
4423, A, X, p3, b, 46, -44, 700, 42
4424, C, Y, p1, a, 21, -22, 1500, 108
4425, C, X, p1, b, 44, 66, 1700, 50
4426, B, X, p1, a, 48, -22, 800, 56
4427, C, Y, p2, a, 45, 33, 1400, 14
4428, C, Y, p1, l, 12, 0, 1200, 70
4429, A, X, p2, a, 16, 44, 900, 108
4430, B, X, p1, l, 32, 110, 1100, 55
4431, C, X, p1, l, 39, 22, 1000, 27
4432, B, X, p1, l, 48, 11, 1000, 135
4433, A, Y, psi, l, 18, 66, 800, 6
4434, B, X, p1, w, 19, -55, 700, 33
4435, C, Y, lri, a, 11, 0, 1000, 78
4436, A, X, lri, a, 33, -33, 1300, 35
4437, C, Y, p1, w, 29, -55, 700, 117
4438, A, X, lri, w, 22, 22, 400, 44
4439, A, X, p2, a, 33, 22, 1600, 16
4440, B, X, p1, a, 34, -22, 1000, 50
4441, A, X, psi, b, 12, 66, 1500, 20
4442, B, X, lri, b, 45, 110, 1800, 98
4443, A, X, p1, l, 34, -44, 2000, 119
4444, C, X, p2, b, 18, 22, 400, 32
4445, B, X, lri, b, 7, 77, 2000, 19
4446, C, Y, p1, a, 36, 99, 1000, 36
4447, A, Y, p1, a, 44, 55, 1400, 150
4448, A, X, psi, b, 45, -55, 1900, 36
4449, A, Y, p2, w, 48, 99, 500, 64
4450, A, Y, p1, w, 35, 66, 1000, 24
4451, C, Y, lri, l, 45, 99, 1800, 45
4452, C, Y, lri, a, 41, 0, 1800, 110
4453, A, X, p3, b, 42, 44, 200, 54
4454, B, X, p2, a, 30, 110, 1600, 114
4455, B, Y, p3, a, 43, 44, 1500, 160
4456, C, Y, p1, b, 15, 66, 700, 12
4457, B, X, psi, a, 35, -44, 200, 180
4458, C, Y, lri, a, 12, -22, 600, 90
4459, B, X, p2, w, 50, -11, 300, 16
4460, C, Y, lri, a, 1, -11, 1100, 96
4461, A, Y, p1, w, 15, -11, 400, 180
4462, A, X, p1, w, 20, 22, 1300, 60
4463, A, Y, psi, b, 17, 77, 1300, 95
4464, B, X, lri, b, 27, -33, 1200, 24
4465, C, Y, p3, w, 30, -11, 1100, 152
4466, A, X, psi, l, 10, 77, 1500, 56
4467, B, Y, p2, l, 21, 11, 1300, 21
4468, B, X, psi, w, 15, -44, 100, 80
4469, A, Y, p1, l, 24, 110, 900, 60
4470, B, Y, p1, b, 32, -11, 700, 38
4471, C, X, p2, l, 41, 77, 1200, 34
4472, A, X, p2, w, 11, 66, 1600, 48
4473, C, X, p1, l, 13, 55, 1900, 120
4474, C, Y, lri, b, 32, 11, 600, 17
4475, B, Y, p3, w, 44, -11, 1300, 135
4476, B, X, p2, a, 2, 99, 2000, 96
4477, A, X, p2, l, 42, 33, 1300, 56
4478, C, Y, p3, l, 43, 110, 700, 56
4479, B, X, psi, b, 23, 22, 200, 6
4480, A, Y, lri, a, 35, -22, 200, 70
4481, A, Y, p2, w, 3, 44, 500, 16
4482, A, Y, psi, l, 45, -11, 600, 52
4483, A, Y, psi, b, 26, -55, 500, 18
4484, C, X, p2, l, 30, 88, 1600, 50
4485, C, X, lri, w, 40, 22, 200, 56
4486, C, Y, p1, a, 2, 22, 1300, 112
4487, B, X, p3, a, 27, 22, 1000, 170
4488, C, Y, p3, a, 33, 55, 1300, 56
4489, A, X, p3, a, 43, -33, 1200, 7
4490, C, Y, p3, a, 34, 77, 1300, 30
4491, C, Y, psi, a, 19, 22, 1900, 20
4492, B, X, p2, b, 18, -44, 1400, 56
4493, B, Y, p3, l, 16, 44, 600, 133
4494, A, Y, p3, a, 40, 0, 1000, 16
4495, B, X, p3, b, 19, 88, 700, 15
4496, A, X, lri, l, 28, -33, 700, 21
4497, B, Y, p1, w, 48, 77, 1700, 144
4498, C, Y, lri, l, 45, 77, 2000, 105
4499, B, Y, p1, w, 26, 77, 700, 78
4500, A, Y, p2, l, 27, 66, 1000, 48
4501, C, X, lri, a, 11, 0, 1300, 90
4502, A, X, psi, b, 9, 22, 500, 180
4503, C, X, lri, a, 6, -44, 900, 96
4504, C, Y, psi, b, 19, 44, 1700, 33
4505, B, Y, psi, a, 8, 77, 1800, 45
4506, B, Y, p2, a, 16, 77, 1100, 76
4507, C, X, lri, a, 50, -44, 700, 17
4508, A, X, p2, w, 9, 22, 800, 91
4509, A, X, psi, w, 47, -22, 1800, 152
4510, A, Y, p1, a, 30, 77, 1800, 152
4511, B, Y, psi, w, 49, 11, 700, 19
4512, B, X, p2, b, 19, 66, 800, 14
4513, C, X, p2, a, 34, 44, 1100, 102
4514, C, X, p1, l, 9, 66, 1000, 21
4515, A, Y, lri, l, 39, 33, 1200, 70
4516, C, X, psi, w, 49, -11, 400, 126
4517, A, Y, p2, l, 19, 44, 1000, 36
4518, C, Y, lri, w, 10, 99, 1600, 84
4519, C, Y, psi, w, 6, -33, 2000, 102
4520, B, X, p1, b, 40, 0, 1700, 96
4521, B, Y, p1, w, 39, 110, 400, 40
4522, C, X, p3, l, 18, 22, 1800, 90
4523, B, Y, psi, a, 44, -55, 1300, 7
4524, A, Y, psi, a, 38, 0, 1100, 84
4525, A, X, psi, b, 31, 88, 400, 78
4526, B, X, psi, a, 3, -22, 300, 28
4527, B, X, lri, b, 15, 55, 400, 9
4528, B, Y, lri, b, 18, 0, 900, 55
4529, C, Y, p1, b, 12, 11, 2000, 90
4530, C, X, p2, l, 4, 55, 1100, 63
4531, B, X, lri, l, 18, 110, 1500, 75
4532, C, Y, p3, a, 25, -22, 1500, 60
4533, B, Y, p2, l, 38, 110, 100, 96
4534, A, Y, p1, a, 50, 55, 2000, 136
4535, A, Y, p1, l, 30, 33, 1800, 96
4536, C, X, lri, a, 34, 99, 1000, 84
4537, C, Y, lri, b, 25, 66, 200, 96
4538, A, Y, lri, w, 27, 55, 700, 84
4539, C, Y, p1, b, 29, 0, 1600, 91
4540, B, Y, psi, b, 28, 77, 700, 8
4541, B, X, p3, a, 41, 66, 1100, 60
4542, A, X, p3, w, 26, 44, 900, 126
4543, A, Y, psi, w, 50, -55, 1900, 7
4544, C, Y, lri, w, 27, 110, 1300, 70
4545, C, X, lri, l, 38, 0, 1200, 112
4546, B, X, p2, w, 4, -11, 1300, 70
4547, B, Y, lri, b, 28, -44, 1900, 33
4548, C, X, p1, b, 46, -11, 1500, 11
4549, A, X, p1, b, 33, 88, 1000, 85
4550, C, X, psi, w, 35, 99, 800, 57
4551, B, X, p1, w, 30, -55, 1100, 36
4552, A, X, p1, a, 26, 99, 300, 104
4553, B, X, lri, l, 2, 77, 700, 152
4554, C, Y, p3, w, 40, 55, 1800, 88
4555, B, X, lri, w, 42, 55, 200, 99
4556, A, X, lri, a, 12, 22, 1500, 100
4557, C, X, p2, l, 42, 88, 1700, 32
4558, B, Y, p2, w, 40, 99, 1900, 16
4559, C, Y, p3, a, 41, 55, 800, 6
4560, C, X, lri, l, 28, -22, 1900, 152
4561, C, Y, p3, b, 7, -11, 100, 28
4562, A, X, p2, b, 26, 11, 1700, 36
4563, A, X, p2, a, 34, 110, 1300, 6
4564, B, X, psi, l, 40, 0, 1200, 12
4565, B, Y, p1, l, 13, 11, 1300, 24
4566, B, X, p1, l, 35, 99, 500, 12
4567, B, Y, p2, b, 43, 88, 2000, 44
4568, B, X, p1, a, 50, 33, 1300, 28
4569, B, X, p3, l, 3, 0, 1300, 144
4570, B, X, p1, w, 8, 88, 800, 24
4571, C, X, p1, l, 30, -11, 100, 136
4572, A, Y, p2, l, 13, -33, 1500, 38
4573, B, Y, p1, w, 10, 66, 800, 72
4574, C, Y, psi, a, 44, -55, 700, 33
4575, C, Y, p1, a, 11, 55, 500, 180
4576, C, Y, p2, a, 15, 55, 1300, 63
4577, A, X, p2, l, 20, -11, 1800, 48
4578, C, Y, p3, w, 50, 11, 1000, 11
4579, A, Y, p1, l, 11, 22, 1500, 30
4580, B, Y, lri, a, 19, 110, 2000, 112
4581, A, Y, psi, w, 44, -55, 600, 110
4582, B, Y, p1, w, 29, -55, 1000, 7
4583, C, X, p1, w, 41, 77, 400, 55
4584, C, Y, lri, l, 42, 110, 200, 36
4585, B, Y, p3, l, 35, 33, 1800, 24
4586, B, X, lri, l, 21, 22, 300, 136
4587, B, X, lri, w, 24, -33, 1200, 76
4588, C, X, lri, w, 37, 44, 300, 128
4589, B, X, lri, b, 38, 88, 1400, 44
4590, A, X, p1, l, 6, 0, 1200, 128
4591, C, X, psi, b, 16, 0, 100, 15
4592, B, Y, p2, a, 3, 88, 1700, 119
4593, A, Y, lri, l, 43, 77, 1200, 21
4594, A, X, psi, b, 37, 44, 1200, 90
4595, A, X, lri, b, 28, -44, 1600, 11
4596, A, Y, p1, l, 49, 66, 900, 30
4597, B, Y, p2, w, 3, 77, 400, 60
4598, B, X, p3, a, 49, 0, 300, 100
4599, B, X, psi, l, 49, 99, 500, 30
4600, B, Y, lri, a, 28, -55, 700, 70
4601, B, Y, p2, b, 46, 44, 700, 77
4602, C, Y, lri, w, 44, -55, 2000, 135
4603, B, X, psi, a, 44, 55, 500, 126
4604, C, X, lri, w, 24, 22, 900, 34
4605, C, Y, lri, l, 10, -44, 1800, 95
4606, C, X, p1, l, 13, 77, 1000, 12
4607, B, X, p2, l, 6, -22, 300, 144
4608, A, Y, p1, l, 45, 110, 1700, 104
4609, A, X, p3, a, 25, 88, 800, 91
4610, A, Y, p3, w, 21, -44, 1600, 9
4611, A, X, p1, w, 29, 99, 300, 72
4612, C, X, p2, w, 36, 55, 1200, 90
4613, C, X, p1, w, 2, 0, 900, 20
4614, B, Y, lri, l, 29, 22, 900, 44
4615, B, Y, p1, b, 29, 66, 800, 84
4616, B, X, psi, a, 11, -22, 1700, 64
4617, C, X, p1, l, 48, -55, 1700, 112
4618, B, Y, p1, b, 11, -44, 1900, 190
4619, A, Y, p1, b, 17, -44, 700, 70
4620, A, X, p3, l, 2, -33, 100, 39
4621, C, Y, p1, l, 16, 22, 300, 114
4622, A, X, p3, b, 14, 11, 1900, 20
4623, C, Y, p3, b, 27, -33, 200, 126
4624, C, Y, p3, w, 5, 33, 1600, 100
4625, A, X, p3, w, 41, 99, 1600, 45
4626, A, X, p3, a, 24, 77, 1400, 48
4627, B, X, p2, b, 3, -55, 800, 162
4628, A, Y, p2, w, 7, 77, 100, 153
4629, B, X, p2, a, 25, 22, 1900, 117
4630, C, X, p2, l, 18, -22, 300, 24
4631, A, Y, p3, w, 48, 55, 1100, 50
4632, C, Y, lri, a, 27, -11, 900, 57
4633, B, X, p1, a, 44, 44, 1700, 81
4634, B, X, lri, l, 2, 88, 500, 72
4635, B, Y, p2, a, 32, 33, 700, 126
4636, C, Y, lri, l, 32, 66, 200, 39
4637, C, Y, p2, b, 14, 99, 300, 28
4638, A, X, p3, a, 34, 0, 1000, 102
4639, B, X, p1, l, 24, -55, 500, 80
4640, A, X, p1, a, 2, 66, 1500, 12
4641, C, X, p1, a, 32, 88, 1700, 100
4642, A, Y, p2, l, 37, 66, 1800, 21
4643, A, X, psi, a, 18, 88, 1700, 49
4644, C, X, p2, w, 36, 11, 800, 40
4645, C, Y, p3, b, 19, 66, 1200, 33
4646, C, X, psi, w, 8, 110, 1700, 119
4647, B, X, p3, w, 34, 0, 900, 153
4648, A, Y, p2, l, 10, 55, 1800, 180
4649, A, X, p1, l, 26, 55, 100, 30
4650, B, X, p1, a, 33, 99, 1700, 105
4651, A, X, p1, b, 29, 11, 300, 52
4652, A, X, lri, l, 37, 77, 1300, 49
4653, C, X, p1, w, 15, 99, 700, 128
4654, A, X, p1, a, 18, 99, 500, 8
4655, B, Y, p2, b, 39, 88, 1700, 81
4656, B, X, p1, w, 25, 99, 1300, 75
4657, B, Y, p1, l, 12, 99, 600, 76
4658, C, X, lri, l, 3, -33, 300, 17
4659, A, X, lri, w, 35, 11, 400, 36
4660, A, X, psi, a, 19, 0, 600, 114
4661, A, X, p2, b, 3, -22, 1900, 50
4662, C, Y, p2, l, 13, 88, 900, 32
4663, A, X, p3, a, 39, 0, 300, 119
4664, B, X, psi, b, 21, 22, 1000, 60
4665, B, X, psi, a, 31, -11, 1800, 16
4666, A, X, p3, b, 29, 0, 900, 66
4667, C, Y, p1, b, 13, 110, 1600, 100
4668, A, X, p2, l, 33, -11, 1500, 50
4669, B, X, psi, a, 35, 110, 1000, 144
4670, B, Y, p2, b, 21, 66, 100, 15
4671, B, Y, p3, l, 5, 44, 1200, 18
4672, C, Y, psi, a, 11, 0, 600, 52
4673, A, X, psi, a, 45, 77, 1300, 30
4674, B, X, p1, w, 19, 66, 1000, 117
4675, B, X, p2, b, 12, -44, 400, 90
4676, B, X, p2, b, 1, 44, 1200, 40
4677, C, X, p2, b, 2, 88, 400, 54
4678, B, Y, p1, l, 5, 99, 600, 12
4679, B, X, p3, w, 49, 88, 600, 80
4680, B, Y, p3, l, 38, 88, 700, 11
4681, C, X, psi, l, 21, 22, 500, 135
4682, B, Y, p2, w, 11, 77, 600, 9
4683, B, Y, p1, l, 21, 0, 1400, 49
4684, A, Y, lri, l, 10, 88, 1200, 117
4685, A, Y, p3, b, 13, 66, 400, 38
4686, C, X, p2, w, 29, 44, 1200, 60
4687, C, Y, lri, a, 28, 66, 400, 56
4688, B, X, p1, w, 1, 33, 200, 75
4689, A, X, psi, w, 29, -22, 700, 114
4690, A, X, p1, l, 40, -22, 1800, 171
4691, C, X, p2, w, 48, 33, 400, 24
4692, A, X, p2, a, 35, -22, 600, 133
4693, B, Y, p1, w, 38, 33, 1700, 100
4694, A, Y, lri, a, 45, 44, 500, 45
4695, B, X, lri, l, 49, 110, 100, 44
4696, C, X, p2, b, 15, 22, 1100, 78
4697, A, Y, lri, l, 6, -33, 100, 33
4698, A, Y, lri, l, 14, 110, 700, 42
4699, C, Y, lri, w, 17, -33, 1200, 36
4700, B, Y, p1, b, 41, 55, 1100, 91
4701, C, X, p3, l, 13, 11, 1300, 84
4702, C, X, p1, l, 40, -33, 1900, 171
4703, A, X, p1, b, 5, 110, 1200, 16
4704, B, Y, p1, b, 33, -11, 1400, 110
4705, B, Y, psi, a, 47, 11, 200, 84
4706, B, X, psi, b, 29, 44, 1100, 108
4707, A, X, p2, w, 31, -33, 1600, 10
4708, C, X, p2, w, 37, 77, 1300, 33
4709, C, X, p3, l, 41, -55, 400, 120
4710, C, X, lri, b, 46, -55, 1100, 171
4711, C, X, p1, b, 38, 44, 2000, 90
4712, A, Y, p2, w, 3, 22, 1200, 48
4713, C, Y, p2, w, 21, 66, 600, 102
4714, A, Y, psi, b, 14, 77, 100, 162
4715, A, Y, psi, b, 39, 66, 1000, 54
4716, C, Y, p2, l, 21, -22, 800, 70
4717, B, Y, p3, l, 11, -55, 1000, 144
4718, A, X, psi, w, 32, 88, 500, 114
4719, C, Y, p2, l, 36, 55, 800, 171
4720, A, Y, lri, a, 21, 110, 1600, 57
4721, A, X, p3, a, 33, 99, 1900, 72
4722, C, Y, p3, w, 8, 88, 800, 136
4723, B, X, p2, b, 12, -11, 600, 42
4724, C, Y, lri, w, 1, -33, 1200, 96
4725, A, Y, psi, b, 2, 77, 400, 18
4726, B, Y, lri, l, 12, 110, 500, 128
4727, B, Y, p2, b, 25, -33, 1900, 36
4728, A, Y, psi, b, 39, 22, 700, 22
4729, C, X, p2, a, 36, 66, 1700, 144
4730, C, X, p1, b, 19, 77, 2000, 162
4731, A, X, p2, b, 43, 11, 1800, 36
4732, C, Y, psi, w, 41, -33, 700, 170
4733, B, X, p2, w, 1, 22, 1600, 75
4734, B, X, p2, b, 12, 22, 1800, 81
4735, B, Y, p2, w, 18, -44, 1300, 9
4736, C, X, p3, b, 44, -22, 400, 108
4737, C, Y, p2, w, 50, 66, 1600, 72
4738, C, Y, p2, l, 48, 0, 1900, 102
4739, A, X, psi, l, 45, -55, 700, 55
4740, A, Y, p2, b, 1, 22, 800, 64
4741, C, Y, p1, a, 13, 0, 1500, 170
4742, C, X, lri, b, 35, 77, 100, 34
4743, B, Y, lri, l, 40, -33, 1500, 91
4744, C, Y, p3, b, 46, 33, 1000, 90
4745, C, Y, lri, a, 26, 66, 1900, 33
4746, B, X, psi, w, 45, 99, 1500, 28
4747, C, Y, psi, a, 21, 88, 2000, 90
4748, B, X, lri, w, 26, 22, 1500, 72
4749, A, Y, psi, w, 38, -55, 400, 133
4750, A, Y, p3, a, 11, 99, 100, 40
4751, C, Y, p3, l, 9, 110, 1000, 60
4752, C, Y, p2, l, 6, 44, 1100, 64
4753, A, Y, p2, w, 43, 88, 1200, 38
4754, B, Y, p3, a, 36, 33, 1800, 49
4755, C, Y, p3, a, 8, 66, 1400, 16
4756, B, Y, lri, l, 8, 33, 700, 36
4757, C, Y, p2, l, 28, -44, 1400, 95
4758, B, X, p3, w, 20, 88, 1600, 40
4759, B, X, psi, b, 40, 99, 1500, 120
4760, A, Y, p1, b, 10, 110, 500, 36
4761, B, Y, p1, b, 24, 33, 100, 40
4762, A, Y, p1, w, 39, -44, 1100, 24
4763, B, Y, psi, b, 37, 110, 200, 21
4764, B, X, lri, a, 33, -33, 1700, 48
4765, B, Y, psi, w, 30, 110, 1800, 18
4766, B, Y, p2, w, 49, 55, 700, 77
4767, A, X, p1, l, 21, -44, 400, 38
4768, B, Y, psi, b, 28, -22, 1200, 18
4769, A, Y, p2, a, 46, 11, 1300, 30
4770, B, X, lri, a, 35, -55, 800, 52
4771, A, Y, p1, w, 44, -22, 1700, 108
4772, A, Y, p1, b, 2, 0, 1900, 11
4773, A, Y, p2, l, 47, 110, 300, 38
4774, C, Y, p3, a, 23, 77, 1500, 144
4775, A, Y, psi, a, 23, 0, 1100, 108
4776, B, Y, psi, l, 50, 11, 900, 7
4777, B, Y, p3, l, 33, -33, 900, 108
4778, C, X, p3, w, 41, 99, 600, 54
4779, C, Y, p2, l, 45, 22, 500, 180
4780, B, Y, p3, b, 23, 44, 800, 144
4781, C, X, p2, w, 19, 11, 800, 52
4782, A, Y, p3, a, 40, 77, 1800, 44
4783, C, X, psi, b, 5, 11, 1700, 98
4784, A, Y, lri, w, 39, -44, 400, 72
4785, C, X, p3, w, 12, 99, 1400, 34
4786, C, Y, lri, w, 39, 66, 1300, 72
4787, C, X, p2, b, 14, -33, 1600, 144
4788, B, Y, lri, w, 2, -22, 500, 52
4789, C, X, p2, w, 26, -22, 700, 16
4790, B, Y, p2, a, 40, 77, 700, 119
4791, A, X, psi, a, 34, 11, 900, 38
4792, A, X, lri, b, 7, -55, 1500, 78
4793, B, Y, p2, l, 44, 0, 300, 32
4794, B, X, lri, b, 43, 0, 300, 39
4795, B, Y, p3, b, 6, -33, 800, 114
4796, B, Y, p3, a, 44, 66, 1200, 11
4797, C, Y, p2, l, 42, 55, 500, 32
4798, A, X, p2, l, 48, 77, 1700, 14
4799, B, X, lri, w, 39, 77, 1800, 100
4800, B, Y, psi, w, 32, 88, 1600, 48
4801, C, X, p2, b, 5, 55, 500, 72
4802, B, Y, p3, a, 24, -55, 1800, 56
4803, B, Y, p3, a, 22, 88, 800, 36
4804, A, Y, p1, w, 28, -55, 1500, 24
4805, B, Y, lri, w, 2, -22, 1900, 144
4806, B, Y, p1, l, 17, 110, 1100, 36
4807, C, Y, p2, a, 7, 77, 800, 7
4808, A, Y, p2, a, 17, 55, 1400, 12
4809, B, Y, p3, b, 37, 55, 1400, 21
4810, C, Y, p3, b, 15, -55, 600, 16
4811, B, Y, p1, w, 26, 55, 2000, 27
4812, C, Y, p1, b, 25, 11, 400, 38
4813, A, X, psi, w, 9, -33, 300, 30
4814, C, X, lri, a, 43, 99, 200, 119
4815, B, X, lri, w, 9, 66, 200, 133
4816, A, X, psi, a, 25, 0, 200, 144
4817, C, X, p1, w, 3, -44, 1200, 128
4818, A, X, p2, b, 15, 88, 100, 28
4819, C, X, lri, w, 44, 44, 1300, 72
4820, B, X, p3, w, 15, -22, 1600, 152
4821, C, X, psi, l, 13, -33, 1400, 78
4822, B, Y, p1, b, 21, 11, 200, 18
4823, C, Y, psi, b, 50, 99, 600, 90
4824, C, X, psi, a, 20, 44, 200, 56
4825, C, Y, p3, l, 45, 0, 1900, 90
4826, A, Y, p1, b, 29, 99, 900, 120
4827, C, Y, p1, w, 2, -44, 200, 144
4828, B, X, p1, b, 40, 77, 1300, 170
4829, B, Y, psi, a, 44, -33, 1200, 50
4830, C, X, p1, b, 11, 77, 300, 133
4831, A, X, p1, a, 8, -33, 1400, 70
4832, C, X, p3, a, 6, -33, 1400, 120
4833, B, X, p1, w, 48, -55, 1300, 57
4834, A, Y, p2, w, 24, 33, 400, 130
4835, C, X, p1, w, 23, 11, 400, 95
4836, A, X, lri, l, 43, 44, 1000, 48
4837, A, X, p1, w, 42, -55, 1000, 20
4838, B, Y, p3, b, 30, 77, 800, 26
4839, A, Y, p3, w, 43, 110, 1300, 72
4840, B, X, lri, w, 20, -11, 1900, 27
4841, C, Y, psi, l, 28, 110, 600, 128
4842, B, X, lri, w, 45, -44, 1200, 16
4843, A, X, p2, a, 30, 99, 200, 130
4844, C, X, lri, b, 34, -44, 800, 40
4845, B, Y, p2, a, 7, 99, 1800, 102
4846, B, Y, p2, b, 19, -44, 1700, 63
4847, C, X, p2, w, 26, -22, 500, 20
4848, C, X, p1, a, 49, 22, 1400, 18
4849, A, Y, p3, l, 34, 33, 1700, 20
4850, A, X, lri, a, 33, -22, 2000, 14
4851, C, X, p1, b, 15, 33, 1600, 105
4852, A, Y, p3, b, 24, 0, 800, 19
4853, C, Y, psi, w, 6, 66, 1500, 96
4854, C, X, p1, b, 1, 33, 1900, 63
4855, C, X, p2, w, 34, 33, 1400, 13
4856, A, X, p1, l, 24, 22, 400, 70
4857, B, Y, psi, w, 42, 11, 900, 133
4858, A, Y, p1, w, 16, -22, 1000, 32
4859, C, X, p3, w, 5, -22, 700, 48
4860, A, Y, p1, b, 50, 66, 100, 24
4861, C, X, p1, w, 36, 55, 1200, 72
4862, A, Y, p2, l, 23, 44, 900, 20
4863, C, Y, lri, w, 8, -44, 1200, 56
4864, B, X, p3, a, 46, 0, 1000, 90
4865, A, Y, p2, b, 26, 99, 200, 81
4866, A, Y, lri, w, 23, 0, 1200, 70
4867, A, X, p2, b, 48, 77, 1900, 52
4868, A, X, lri, b, 23, 88, 1100, 26
4869, A, X, p2, w, 35, 0, 200, 96
4870, A, Y, psi, b, 49, 55, 1000, 78
4871, C, Y, p2, l, 13, -55, 1200, 162
4872, C, X, p3, w, 47, -33, 900, 130
4873, C, X, p3, w, 21, 33, 700, 64
4874, B, X, p2, b, 3, -33, 500, 21
4875, B, X, psi, l, 29, 33, 800, 170
4876, A, X, p1, b, 28, 77, 1100, 170
4877, C, Y, psi, b, 5, -22, 2000, 80
4878, C, X, psi, l, 25, 22, 400, 96
4879, A, Y, p1, b, 17, 99, 1400, 63
4880, B, Y, p2, l, 40, 99, 600, 64
4881, A, X, p3, w, 50, 33, 1600, 133
4882, C, Y, lri, w, 8, -55, 1900, 88
4883, C, Y, p2, a, 37, -11, 400, 70
4884, B, X, p1, a, 49, -11, 600, 17
4885, C, Y, p1, l, 22, 66, 1000, 98
4886, A, Y, p2, b, 39, 88, 1700, 112
4887, B, X, p3, w, 49, 88, 1600, 153
4888, B, Y, lri, l, 36, 44, 1200, 160
4889, A, X, p2, l, 17, 77, 100, 90
4890, C, X, psi, l, 37, 33, 1900, 85
4891, A, Y, lri, a, 24, 110, 500, 38
4892, A, X, psi, l, 9, 22, 1300, 54
4893, A, X, p2, a, 26, 22, 1200, 24
4894, B, Y, psi, l, 15, -11, 400, 96
4895, A, X, lri, w, 25, 110, 1300, 130
4896, C, X, p2, l, 7, 66, 1800, 18
4897, A, Y, p2, b, 50, 55, 600, 72
4898, B, Y, lri, w, 36, -11, 200, 56
4899, C, X, p1, w, 17, 99, 900, 21
4900, C, Y, lri, a, 13, 22, 800, 48
4901, B, Y, p2, a, 31, 44, 1800, 150
4902, C, Y, p1, b, 20, 44, 2000, 40
4903, B, Y, psi, a, 2, 44, 400, 84
4904, A, X, psi, w, 5, 33, 800, 72
4905, B, X, p1, b, 38, -44, 1500, 39
4906, A, Y, p3, w, 19, 33, 1600, 63
4907, A, X, p3, l, 32, 22, 1300, 150
4908, B, X, p2, a, 5, 110, 1700, 170
4909, C, Y, psi, a, 3, 99, 2000, 39
4910, B, Y, p3, a, 18, 99, 1500, 36
4911, C, X, p1, l, 27, 11, 1800, 54
4912, A, X, p2, b, 49, 55, 1900, 7
4913, A, X, psi, b, 30, 33, 1000, 9
4914, A, X, p2, a, 4, 110, 1200, 170
4915, A, X, p1, a, 30, -44, 1100, 8
4916, C, X, lri, w, 2, -55, 900, 88
4917, B, Y, p3, b, 11, -33, 1600, 126
4918, B, Y, psi, w, 43, -44, 1400, 42
4919, C, Y, p1, w, 24, 55, 400, 56
4920, A, X, p2, w, 16, 110, 1500, 114
4921, B, X, lri, b, 8, 0, 700, 76
4922, C, X, p2, a, 1, 22, 400, 35
4923, C, X, p2, w, 35, 22, 1000, 114
4924, C, Y, lri, b, 17, 0, 700, 42
4925, A, X, p1, w, 30, 88, 1600, 64
4926, C, Y, psi, l, 9, 99, 1200, 30
4927, C, X, psi, b, 49, -44, 600, 44
4928, A, Y, lri, l, 15, 0, 1500, 11
4929, C, X, p3, b, 15, -44, 500, 55
4930, B, Y, p1, l, 49, -11, 1500, 21
4931, C, X, p1, l, 19, -33, 100, 60
4932, C, X, p1, a, 44, 44, 1400, 36
4933, C, X, p2, l, 11, 99, 1200, 190
4934, B, X, p2, l, 24, 55, 1000, 48
4935, A, Y, psi, a, 13, -44, 200, 98
4936, A, X, psi, l, 37, -33, 1000, 66
4937, C, Y, lri, w, 10, -33, 1500, 57
4938, C, Y, psi, b, 22, 110, 1900, 20
4939, C, X, p3, a, 25, 88, 700, 44
4940, C, X, lri, b, 1, 66, 1100, 52
4941, C, X, psi, b, 50, 0, 2000, 56
4942, B, X, p1, a, 19, 33, 700, 54
4943, B, X, p3, w, 20, 99, 900, 126
4944, C, X, lri, w, 11, 99, 1300, 91
4945, A, Y, p1, w, 27, 110, 1900, 70
4946, A, X, p2, a, 21, 22, 800, 91
4947, A, Y, p1, b, 18, 99, 1700, 17
4948, B, Y, lri, b, 19, 66, 800, 32
4949, C, X, p1, l, 11, 66, 1800, 162
4950, B, X, psi, b, 36, 33, 1500, 70
4951, C, Y, psi, b, 33, 110, 800, 99
4952, A, X, psi, w, 19, -55, 1600, 140
4953, B, Y, psi, b, 32, 66, 2000, 70
4954, B, X, lri, l, 15, 0, 600, 52
4955, A, Y, p2, a, 50, -33, 1200, 190
4956, C, Y, p2, w, 27, 44, 1900, 153
4957, A, X, p2, a, 49, 33, 1900, 144
4958, B, X, lri, b, 32, 44, 100, 60
4959, C, Y, lri, a, 41, 110, 1300, 34
4960, C, Y, p1, l, 4, 110, 200, 90
4961, B, Y, p2, b, 8, 66, 100, 90
4962, C, Y, p3, a, 32, 11, 1000, 42
4963, C, Y, p1, b, 20, 11, 300, 150
4964, A, Y, p1, w, 36, 110, 1500, 6
4965, B, X, p2, w, 6, -33, 600, 112
4966, C, X, p1, b, 7, 77, 500, 20
4967, C, X, lri, l, 19, -55, 500, 84
4968, A, X, lri, w, 2, 0, 1200, 40
4969, C, X, p3, a, 15, 33, 600, 60
